,organism,%_match,BP_Match,NA,NA,MM-1,Len(match),LocF,LocR,Prob,Expect
fabA_2_88,CP032667.1,100,9,0,0,6,14,2047201,2047193,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,2057321,2057313,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,2091859,2091851,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,12,20,2107954,2107946,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,2109427,2109419,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,2118176,2118168,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,4,12,2157123,2157115,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,2208079,2208071,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,2281648,2281640,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,9,17,2287524,2287516,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,4,12,2303752,2303744,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,2305512,2305504,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,2328392,2328384,964,18.3
fabA_2_88,CP032667.1,92.308,13,1,0,3,15,2364338,2364326,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,2366327,2366319,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,4,12,2402586,2402578,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,2422807,2422799,964,18.3
fabA_2_88,CP032667.1,92.308,13,1,0,3,15,2441926,2441914,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,2477508,2477500,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,7,15,2483999,2483991,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,12,20,2495002,2494994,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,4,12,2497375,2497367,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,2502353,2502345,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,2510353,2510345,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,5,13,2510812,2510804,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,4,12,2525578,2525570,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,2533114,2533106,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,9,17,2536955,2536947,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,2573206,2573198,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,4,12,2582709,2582701,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,2590781,2590773,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,5,13,2606156,2606148,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,2634247,2634239,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,2640856,2640848,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,7,15,2647843,2647835,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,5,13,2656621,2656613,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,2658121,2658113,964,18.3
fabA_2_88,CP032667.1,92.308,13,1,0,4,16,2663621,2663609,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,2697933,2697925,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,9,17,2708732,2708724,964,18.3
fabA_2_88,CP032667.1,92.308,13,1,0,4,16,2750544,2750532,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,2756328,2756320,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,2756763,2756755,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,2758215,2758207,964,18.3
fabA_2_88,CP032667.1,92.308,13,1,0,5,17,2771620,2771608,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,2809852,2809844,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,2850579,2850571,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,2852583,2852575,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,2859667,2859659,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,2874817,2874809,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,2884256,2884248,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,2889214,2889206,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,2897584,2897576,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,2909221,2909213,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,2915505,2915497,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,4,12,2925373,2925365,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,2928925,2928917,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,8,16,2949748,2949740,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,12,20,2971975,2971967,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,2980669,2980661,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,2992948,2992940,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,3069059,3069051,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,10,18,3107456,3107448,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,3128862,3128854,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,5,13,3147366,3147358,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,5,13,3149237,3149229,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,3151893,3151885,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,3154041,3154033,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,12,20,3163655,3163647,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,10,18,3176926,3176918,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,3214819,3214811,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,3218173,3218165,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,3289974,3289966,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,3308931,3308923,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,4,12,3324998,3324990,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,3344778,3344770,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,12,20,3381131,3381123,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,3392644,3392636,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,9,17,3427416,3427408,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,3434645,3434637,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,4,12,3495217,3495209,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,3517137,3517129,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,5,13,3525781,3525773,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,3541319,3541311,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,3546030,3546022,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,3549176,3549168,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,3584120,3584112,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,3586018,3586010,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,9,17,3596083,3596075,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,9,17,3601542,3601534,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,3631795,3631787,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,3636986,3636978,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,3664686,3664678,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,3666612,3666604,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,9,17,3720889,3720881,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,3732031,3732023,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,3790173,3790165,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,3790721,3790713,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,3810536,3810528,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,3819010,3819002,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,7,15,3819379,3819371,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,3819485,3819477,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,3842030,3842022,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,3844145,3844137,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,3870637,3870629,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,4,12,3874518,3874510,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,3878247,3878239,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,3878424,3878416,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,3883869,3883861,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,3894053,3894045,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,3933014,3933006,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,3954460,3954452,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,4,12,4001990,4001982,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,8,16,4003131,4003123,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,4011335,4011327,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,4035339,4035331,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,4041303,4041295,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,4052557,4052549,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,4058886,4058878,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,4088345,4088337,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,4135654,4135646,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,4142537,4142529,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,4166270,4166262,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,4186165,4186157,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,4203265,4203257,964,18.3
fabA_2_88,CP032667.1,92.308,13,1,0,3,15,4206766,4206754,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,4220610,4220602,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,4226257,4226249,964,18.3
fabA_2_88,CP032667.1,92.308,13,1,0,8,20,4261034,4261022,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,4268419,4268411,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,4279283,4279275,964,18.3
fabA_2_88,CP032667.1,92.308,13,1,0,3,15,4279764,4279752,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,4293767,4293759,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,5,13,4302062,4302054,964,18.3
fabA_2_88,CP032667.1,92.308,13,1,0,2,14,4348044,4348032,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,4368650,4368642,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,4418237,4418229,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,5,13,4424008,4424000,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,4431168,4431160,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,4447073,4447065,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,4519051,4519043,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,4522115,4522107,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,4530489,4530481,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,4539280,4539272,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,4544928,4544920,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,9,17,4556968,4556960,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,4558024,4558016,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,4,12,4592491,4592483,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,8,16,4600360,4600352,964,18.3
fabA_2_88,CP032667.1,92.308,13,1,0,5,17,4608600,4608588,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,12,20,4612866,4612858,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,7,15,4617159,4617151,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,4627565,4627557,964,18.3
fabA_2_88,CP032667.1,92.308,13,1,0,5,17,11372,11384,964,18.3
fabA_2_88,CP032667.1,92.308,13,1,0,2,14,36777,36789,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,9,17,76402,76410,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,94080,94088,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,110297,110305,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,111449,111457,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,8,16,180584,180592,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,234799,234807,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,8,16,237825,237833,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,7,15,252141,252149,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,258510,258518,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,267282,267290,964,18.3
fabA_2_88,CP032667.1,92.308,13,1,0,2,14,271971,271983,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,12,20,286348,286356,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,289047,289055,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,5,13,296043,296051,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,326968,326976,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,337203,337211,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,355052,355060,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,361141,361149,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,388821,388829,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,4,12,441120,441128,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,452593,452601,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,454032,454040,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,462098,462106,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,471863,471871,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,12,20,478977,478985,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,527790,527798,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,4,12,619453,619461,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,656096,656104,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,668862,668870,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,683209,683217,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,697888,697896,964,18.3
fabA_2_88,CP032667.1,92.308,13,1,0,7,19,734703,734715,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,743302,743310,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,8,16,754664,754672,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,4,12,762927,762935,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,4,12,767033,767041,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,4,12,771647,771655,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,4,12,779134,779142,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,798439,798447,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,799196,799204,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,817291,817299,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,831513,831521,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,856599,856607,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,865077,865085,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,959723,959731,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,962691,962699,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,9,17,973638,973646,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,1014147,1014155,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,9,17,1024432,1024440,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,1028541,1028549,964,18.3
fabA_2_88,CP032667.1,92.308,13,1,0,2,14,1033478,1033490,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,8,16,1034516,1034524,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,1056556,1056564,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,10,18,1060212,1060220,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,12,20,1070168,1070176,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,1071590,1071598,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,1072007,1072015,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,4,12,1089931,1089939,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,1094272,1094280,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,1115287,1115295,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,1124137,1124145,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,1134139,1134147,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,10,18,1143899,1143907,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,1162544,1162552,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,8,16,1219161,1219169,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,5,13,1219218,1219226,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,7,15,1227185,1227193,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,4,12,1237207,1237215,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,5,13,1247583,1247591,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,4,12,1254595,1254603,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,1257046,1257054,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,12,20,1290984,1290992,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,8,16,1308928,1308936,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,4,12,1322189,1322197,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,1330349,1330357,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,1336961,1336969,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,7,15,1373740,1373748,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,1384680,1384688,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,8,16,1386188,1386196,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,1388358,1388366,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,1406582,1406590,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,7,15,1431368,1431376,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,1448916,1448924,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,1457454,1457462,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,1489791,1489799,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,1511486,1511494,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,1524701,1524709,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,1530251,1530259,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,1537302,1537310,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,1544559,1544567,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,8,16,1565321,1565329,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,4,12,1565490,1565498,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,10,18,1581053,1581061,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,8,16,1603453,1603461,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,1618609,1618617,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,1643064,1643072,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,1687607,1687615,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,1691388,1691396,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,1728401,1728409,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,1739358,1739366,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,1750895,1750903,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,1790263,1790271,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,1801946,1801954,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,1806050,1806058,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,9,17,1806629,1806637,964,18.3
fabA_2_88,CP032667.1,92.308,13,1,0,6,18,1818580,1818592,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,1868447,1868455,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,1882070,1882078,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,12,20,1911190,1911198,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,4,12,1912188,1912196,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,1921185,1921193,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,1957095,1957103,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,1958842,1958850,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,9,17,1996854,1996862,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,2018407,2018415,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,5,13,2019690,2019698,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,2032330,2032338,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,10,18,2059359,2059367,964,18.3
fabA_2_88,CP032667.1,92.308,13,1,0,8,20,2059651,2059663,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,2077622,2077630,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,2106031,2106039,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,10,18,2115265,2115273,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,2119640,2119648,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,2143839,2143847,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,2143975,2143983,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,12,20,2146968,2146976,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,2152405,2152413,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,8,16,2153371,2153379,964,18.3
fabA_2_88,CP032667.1,92.308,13,1,0,3,15,2201048,2201060,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,4,12,2202424,2202432,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,4,12,2202865,2202873,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,2229621,2229629,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,2235360,2235368,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,7,15,2250933,2250941,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,2257500,2257508,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,5,13,2261871,2261879,964,18.3
fabA_2_88,CP032667.1,92.308,13,1,0,3,15,2276249,2276261,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,8,16,2282653,2282661,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,4,12,2308510,2308518,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,9,17,2329791,2329799,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,11,19,2343808,2343816,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,2350297,2350305,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,5,13,2357661,2357669,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,2366560,2366568,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,2373640,2373648,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,2387895,2387903,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,2389758,2389766,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,2406866,2406874,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,2419027,2419035,964,18.3
fabA_2_88,CP032667.1,92.308,13,1,0,1,13,2420316,2420328,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,2421623,2421631,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,2439476,2439484,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,2447705,2447713,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,10,18,2470144,2470152,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,2482758,2482766,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,2492993,2493001,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,2506709,2506717,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,2516334,2516342,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,10,18,2518356,2518364,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,2618642,2618650,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,2652103,2652111,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,2664771,2664779,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,4,12,2675838,2675846,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,2676173,2676181,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,2714555,2714563,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,12,20,2746066,2746074,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,2789567,2789575,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,2790268,2790276,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,10,18,2811748,2811756,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,10,18,2848354,2848362,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,2868083,2868091,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,2868877,2868885,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,2881535,2881543,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,2901821,2901829,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,2910739,2910747,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,2914734,2914742,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,2937514,2937522,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,2972191,2972199,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,2976704,2976712,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,3,11,2984411,2984419,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,2,10,3017243,3017251,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,10,18,3039756,3039764,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,3071566,3071574,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,3087369,3087377,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,1,9,3102480,3102488,964,18.3
fabA_2_88,CP032667.1,100,9,0,0,6,14,3143004,3143012,964,18.3
