b number,NAME,PRODUCT-NAME,Class,Protein,RNA FISH
b0478,ybaL,YbaL CPA2 transporter,noessential,,
b0479,fsr,Fsr fosmidomycin MFS transporter,noessential,,
b0480,ushA,5'-nucleotidase / UDP-sugar hydrolase,noessential,,
b0481,ybaK,Cys-tRNA<sup>Pro</sup> and Cys-tRNA<sup>Cys</sup> deacylase,noessential,1,
b0482,ybaP,conserved protein,noessential,1,
b0483,ybaQ,predicted DNA-binding transcriptional regulator,noessential,,
b0484,copA,Cu<sup>+</sup>-exporting ATPase,noessential,,
b0485,ybaS,predicted glutaminase,noessential,1,
b0486,ybaT,YbaT APC transporter,noessential,,
b0487,cueR,CueR transcriptional dual regulator,noessential,,
b0488,ybbJ,conserved protein,noessential,,
b0489,qmcA,putative protease,noessential,,
b0490,ybbL,predicted transporter subunit: ATP-binding component of ABC superfamily,noessential,,
b0491,ybbM,putative metal resistance protein,noessential,,
b0492,ybbN,chaperone and weak protein oxidoreductase,noessential,1,1
b0493,ybbO,predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain,noessential,1,
b0494,tesA,TAP complex,noessential,,
b0495,ybbA,YbbA/YbbP ABC transporter,noessential,,
b0496,ybbP,YbbA/YbbP ABC transporter,noessential,,
b0497,rhsD,RhsD protein in rhs element,noessential,,
b0498,ybbC,predicted protein,noessential,,
b0499,ylbH,conserved protein; rhs-like,noessential,,
b0500,ybbD,predicted protein,noessential,,
b0502,ylbG,predicted DNA-binding transcriptional regulator,noessential,1,
b0503,ybbB,tRNA 2-selenouridine synthase,noessential,1,
b0504,allS,AllS transcriptional activator,noessential,,
b0505,allA,ureidoglycolate hydrolase,noessential,,
b0506,allR,AllR transcriptional repressor,noessential,,
b0507,gcl,glyoxylate carboligase,noessential,1,
b0508,hyi,hydroxypyruvate isomerase,noessential,,
b0509,glxR,tartronate semialdehyde reductase 2,noessential,,
b0510,ybbV,predicted protein,noessential,,
b0511,ybbW,YbbW NCS1 Transporter,noessential,,
b0512,allB,allantoinase,noessential,,
b0513,ybbY,predicted uracil/xanthine transporter,noessential,,
b0514,glxK,glycerate kinase II,noessential,1,
b0515,ylbA,conserved protein,noessential,,
b0516,allC,allantoate amidohydrolase subunit,noessential,1,
b0517,allD,ureidoglycolate dehydrogenase,noessential,,
b0518,fdrA,involved in protein transport; multicopy suppressor of dominant negative ftsH mutants,noessential,,
b0520,ylbF,conserved protein,noessential,,
b0521,ybcF,predicted carbamate kinase,noessential,,
b0522,purK,N5-carboxyaminoimidazole ribonucleotide synthase monomer,noessential,,
b0523,purE,N5-carboxyaminoimidazole ribonucleotide mutase,noessential,,
b0524,lpxH,UDP-2;3-diacylglucosamine hydrolase,essential,1,
b0525,ppiB,peptidyl-prolyl <i>cis-trans</i> isomerase B (rotamase B),noessential,1,1
b0526,cysS,cysteinyl-tRNA synthetase,essential,1,
b0527,ybcI,conserved inner membrane protein,noessential,,
b0528,ybcJ,predicted RNA-binding protein,noessential,,
b0529,folD,methyleneTHF enzyme,essential,,
b0530,sfmA,predicted fimbrial-like adhesin protein,noessential,,
b0531,sfmC,predicted pilin chaperone; periplasmic,noessential,,
b0532,sfmD,putative outer membrane protein; export function,noessential,,
b0533,sfmH,predicted fimbrial-like adhesin protein,noessential,,
b0534,sfmF,predicted fimbrial-like adhesin protein,noessential,,
b0535,fimZ,FimZ transcriptional regulator,noessential,,
b0536,argU,tRNA<SUP>argU</SUP>,essential,,
b0537,intD,DLP12 prophage; predicted integrase,noessential,1,
b0539,ybcC,DLP12 prophage; predicted exonuclease,noessential,,
b0540,insE-3,IS3 element protein InsE,noessential,,
b0541,insF-3,IS3 element protein InsF,noessential,,
b0542,renD,DLP12 prophage; predicted protein,noessential,1,
b0543,emrE,EmrE SMR transporter,noessential,,
b0544,ybcK,DLP12 prophage; predicted recombinase,noessential,,
b0545,ybcL,DLP12 prophage; predicted kinase inhibitor,noessential,,
b0546,ybcM,DLP12 prophage; predicted DNA-binding transcriptional regulator,noessential,,
b0547,ybcN,DLP12 prophage; DNA base-flipping protein,noessential,,
b0548,ninE,DLP12 prophage; conserved protein similar to phage 82 and lambda proteins,noessential,,
b0549,ybcO,DLP12 prophage; predicted protein,noessential,,
b0550,rusA,endodeoxyribonuclease RUS (Holliday junction resolvase),noessential,,
b0551,ybcQ,Antitermination protein Q-like protein,noessential,,
b0552,insH-2,IS5 transposase and trans-activator,noessential,,
b0553,nmpC,outer membrane porin protein; locus of qsr prophage,noessential,,
b0554,essD,DLP12 prophage; predicted phage lysis protein,noessential,,
b0555,ybcS,DLP12 prophage; lysozyme,noessential,,
b0556,rzpD,DLP12 prophage; predicted murein endopeptidase,noessential,,
b0557,borD,bacteriophage lambda Bor protein homolog,noessential,,
b0558,ybcV,DLP12 prophage; predicted protein,noessential,,
b0559,ybcW,DLP12 prophage; predicted protein,noessential,,
b0560,nohB,DLP12 prophage; DNA packaging protein,noessential,,
b0561,tfaD,DLP12 prophage; predicted tail fiber assembly protein,noessential,,
b0562,ybcY,DLP12 prophage; predicted SAM-dependent methyltransferase,noessential,,
b0563,tfaX,DLP12 prophage; predicted protein,noessential,,
b0564,appY,AppY transcriptional activator,noessential,,
b0565,ompT,outer membrane protease VII (outer membrane protein 3b),noessential,,
b0566,envY,EnvY transcriptional activator,noessential,,
b0567,ybcH,predicted protein,noessential,,
b0568,nfrA,bacteriophage N4 receptor; outer membrane protein,noessential,1,
b0569,nfrB,bacteriophage N4 receptor; inner membrane subunit,noessential,1,
b0570,cusS,putative 2-component sensor protein,noessential,1,
b0571,cusR,CusR transcriptional activator,noessential,,
b0572,cusC,outer membrane factor of the CusCFBA copper efflux system,noessential,,
b0573,cusF,periplasmic copper-binding protein,noessential,,
b0574,cusB,membrane fusion protein of the CusCFBA copper efflux system,noessential,,
b0575,cusA,YbdE,noessential,,
b0576,pheP,PheP  phenylalanine APC transporter,noessential,,
b0577,ybdG,predicted mechanosensitive channel,noessential,1,
b0578,nfsB,NfnB,noessential,,
b0579,ybdF,conserved protein,noessential,1,
b0580,ybdJ,predicted inner membrane protein,noessential,,
b0581,ybdK,&gamma;-glutamyl:cysteine ligase YbdK,noessential,1,
b0582,insL-2,IS186/IS421 transposase,noessential,,
b0583,entD,phosphopantetheinyl transferase,noessential,,
b0584,fepA,FepA; outer membrane receptor for ferric enterobactin (enterochelin) and colicins B and D,noessential,,
b0585,fes,enterochelin esterase,noessential,,
b0586,entF,serine activating enzyme,noessential,1,
b0587,fepE,ferric enterobactin (enterochelin) transport,noessential,,
b0588,fepC,Ferric Enterobactin Transport System,noessential,,
b0589,fepG,Ferric Enterobactin Transport System,noessential,,
b0590,fepD,Ferric Enterobactin Transport System,noessential,,
b0591,entS,EntS MFS transporter,noessential,,
b0592,fepB,Ferric Enterobactin Transport System,noessential,1,
b0593,entC,isochorismate synthase 1,noessential,,
b0594,entE,enterobactin synthase multienzyme complex,noessential,1,
b0595,entB,apo-EntB,noessential,,
b0596,entA,2;3-dihydro-2;3-dihydroxybenzoate dehydrogenase,noessential,,
b0597,entH,thioesterase,noessential,1,1
b0598,cstA,peptide transporter induced by carbon starvation,noessential,,
b0599,ybdH,predicted oxidoreductase,noessential,,
b0600,ybdL,methionine aminotransferase; PLP-dependent,noessential,,
b0601,ybdM,conserved protein,noessential,,
b0602,ybdN,conserved protein,noessential,1,
b0603,ybdO,predicted DNA-binding transcriptional regulator LYSR-type,noessential,,
b0604,dsbG,DsbG<SUB>oxidized</SUB>,noessential,1,
b0605,ahpC,AhpC component,noessential,,
b0606,ahpF,AhpF component,noessential,,
b0607,ybdQ,universal stress protein UP12,noessential,1,
b0608,ybdR,predicted oxidoreductase; Zn-dependent and NAD(P)-binding,noessential,,
b0610,rnk,regulator of nucleoside diphosphate kinase,noessential,1,
b0611,rna,RNase I; cleaves phosphodiester bond between any two nucleotides,noessential,1,
b0612,citT,CitT citrate DASS Transporter,noessential,,
b0613,citG,triphosphoribosyl-dephospho-CoA synthase,noessential,1,
b0614,citX,apo-citrate lyase phosphoribosyl-dephospho-CoA transferase,noessential,,
b0615,citF,citrate lyase; citrate-ACP transferase &alpha; subunit,noessential,,
b0616,citE,citrate lyase; citryl-ACP lyase &beta; subunit,noessential,,
b0617,citD,citrate lyase; acyl carrier &gamma; subunit,noessential,,
b0618,citC,citrate lyase synthetase,noessential,,
b0619,dpiB,sensory histidine kinase in two-component regulatory system with DpiA,noessential,,
b0620,dpiA,DNA-binding response regulator in two-component regulatory system with DpiB,noessential,1,
b0621,dcuC,DcuC dicarboxylate transporter,noessential,,
b0622,pagP,PagP monomer,noessential,,
b0623,cspE,transcription antiterminator and regulator of RNA stability,noessential,1,1
b0624,crcB,protein involved in resistance to camphor-induced chromosome decondensation,noessential,,
b0625,ybeH,predicted protein,noessential,,
b0626,ybeM,predicted C-N hydrolase superfamily; NAD(P)-binding amidase/nitrilase,noessential,,
b0627,tatE,TatABCE protein export complex,noessential,1,
b0628,lipA,lipoate synthase monomer,noessential,1,
b0629,ybeF,predicted DNA-binding transcriptional regulator; LYSR-type,noessential,,
b0630,lipB,lipoyl-protein ligase,noessential,,
b0631,ybeD,conserved protein,noessential,1,1
b0632,dacA,D-alanyl-D-alanine carboxypeptidase; fraction A; penicillin-binding protein 5,noessential,1,
b0633,rlpA,rare lipoprotein RlpA,noessential,,
b0634,mrdB,rod shape-determining membrane protein; sensitivity to radiation and drugs,essential,,
b0635,mrdA,cell shape; peptidoglycan synthetase; penicillin-binding protein 2,essential,,
b0636,ybeA,conserved protein,noessential,1,
b0637,ybeB,predicted protein,noessential,1,
b0638,cobC,predicted &alpha;-ribazole-5'-P phosphatase,noessential,1,
b0639,nadD,nicotinate-mononucleotide adenylyltransferase,essential,,
b0640,holA,DNA polymerase III; &delta; subunit,essential,,
b0641,rlpB,rare lipoprotein RlpB,essential,,
b0642,leuS,leucyl-tRNA synthetase,essential,1,
b0643,ybeL,putative alpha-helical protein,noessential,1,
b0644,ybeQ,conserved protein,noessential,,
b0645,ybeR,predicted protein,noessential,,
b0646,djlB,predicted chaperone,noessential,,
b0647,ybeT,conserved outer membrane protein,noessential,,
b0648,ybeU,predicted tRNA ligase,noessential,,
b0649,djlC,Hsc56; co-chaperone of Hsc62,noessential,,
b0650,hscC,Hsc62; Hsp70 family chaperone; binds to RpoD and inhibits transcription,noessential,1,
b0651,rihA,ribonucleoside hydrolase 1 (pyrimidine-specific),noessential,,
b0652,gltL,GltIJKL glutamate ABC transporter,noessential,,
b0653,gltK,GltIJKL glutamate ABC transporter,noessential,,
b0654,gltJ,GltIJKL glutamate ABC transporter,noessential,,
b0655,gltI,GltIJKL glutamate ABC transporter,noessential,1,
b0656,insH-3,IS5 transposase and trans-activator,noessential,,
b0657,lnt,apolipoprotein N-acyltransferase,essential,,
b0658,ybeX,predicted ion transport protein,noessential,1,1
b0659,ybeY,conserved protein,noessential,1,
b0660,ybeZ,predicted protein with nucleoside triphosphate hydrolase domain,noessential,1,
b0661,miaB,isopentenyl-adenosine A37 tRNA methylthiolase MiaB,noessential,,
b0662,ubiF,2-octaprenyl-3-methyl-6-methoxy-1;4-benzoquinone hydroxylase,noessential,1,
b0664,glnX,tRNA<SUP>glnX</SUP>,noessential,,
b0665,glnV,tRNA<SUP>glnV</SUP>,noessential,,
b0666,metU,tRNA<SUP>metU</SUP>,noessential,,
b0668,glnW,tRNA<SUP>glnW</SUP>,noessential,,
b0670,glnU,tRNA<SUP>glnU</SUP>,noessential,,
b0672,leuW,tRNA<SUP>leuW</SUP>,essential,,
b0673,metT,tRNA<SUP>metT</SUP>,noessential,,
b0674,asnB,asparagine synthetase B,noessential,,
b0675,nagD,ribonucleotide monophosphatase,noessential,,
b0676,nagC,NagC transcriptional dual regulator,noessential,1,
b0677,nagA,N-acetylglucosamine-6-phosphate deacetylase,noessential,,
b0678,nagB,glucosamine-6-phosphate deaminase,noessential,,
b0679,nagE,N-acetylglucosamine PTS permease,noessential,,
b0680,glnS,glutaminyl-tRNA synthetase,essential,1,
b0681,ybfM,predicted outer membrane porin,noessential,,
b0682,ybfN,predicted lipoprotein,noessential,,
b0683,fur,Fur-Fe+2,noessential,1,1
b0684,fldA,oxidized flavodoxin 1,essential,1,1
b0685,ybfE,LexA-regulated protein,noessential,,
b0686,ybfF,esterase,noessential,1,
b0687,seqA,SeqA; negative modulator of initiation of replication,noessential,1,
b0688,pgm,phosphoglucomutase,noessential,1,
b0689,ybfP,putative pectinase,noessential,,
b0692,potE,putrescine/proton symporter: putrescine/ornithine antiporter,noessential,,
b0693,speF,ornithine decarboxylase; degradative,noessential,,
b0694,kdpE,KdpE-Phosphorylated transcriptional activator,noessential,1,
b0695,kdpD,KdpD-P<SUP>his</SUP>,noessential,1,
b0696,kdpC,potassium ion P-type ATPase transporter,noessential,,
b0697,kdpB,potassium ion P-type ATPase transporter,noessential,,
b0698,kdpA,potassium ion P-type ATPase transporter,noessential,,
b0699,ybfA,predicted protein,noessential,,
b0700,rhsC,RhsC protein in rhs element,noessential,,
b0702,ybfB,predicted inner membrane protein,noessential,,
b0703,ybfO,,noessential,1,
b0704,ybfC,predicted protein,noessential,,
b0705,ybfL,predicted transposase; receptor protein,noessential,,
b0706,ybfD,putative DNA ligase,noessential,,
b0707,ybgA,conserved protein,noessential,,
b0708,phr,deoxyribodipyrimidine photolyase (photoreactivation),noessential,1,
b0709,ybgH,YbgH peptide POT Transporter,noessential,,
b0710,ybgI,conserved metal-binding protein,noessential,,
b0711,ybgJ,putative carboxylase,noessential,,
b0712,ybgK,putative carboxylase,noessential,,
b0713,ybgL,predicted lactam utilization protein,noessential,,
b0714,nei,endonuclease VIII,noessential,1,
b0715,abrB,predicted regulator,noessential,,
b0716,ybgO,predicted fimbrial-like adhesin protein,noessential,,
b0717,ybgP,putative chaperone,noessential,,
b0718,ybgQ,predicted outer membrane protein,noessential,,
b0719,ybgD,predicted fimbrial-like adhesin protein,noessential,,
b0720,gltA,citrate synthase monomer,noessential,1,
b0721,sdhC,succinate dehydrogenase membrane protein,noessential,,
b0722,sdhD,succinate dehydrogenase membrane protein,noessential,,
b0723,sdhA,succinate dehydrogenase flavoprotein,noessential,,
b0724,sdhB,succinate dehydrogenase iron-sulfur protein,noessential,,
b0725,b0725,,,1,
b0726,sucA,subunit of E1(0) component of 2-oxoglutarate dehydrogenase,noessential,1,
b0727,sucB,SucB-lipoate,noessential,,
b0728,sucC,succinyl-CoA synthetase; &beta; subunit,noessential,,
b0729,sucD,succinyl-CoA synthetase; &alpha; subunit,noessential,,
b0730,mngR,MngR-acyl-CoA,noessential,,
b0731,mngA,2-<I>O</I>-&alpha;-mannosyl-D-glycerate transporting phosphotransferase system,noessential,,
b0732,mngB,&alpha;-mannosidase,noessential,,
b0733,cydA,cytochrome <i>bd</i>-I terminal oxidase subunit I,noessential,1,1
b0734,cydB,cytochrome <i>bd</i>-I terminal oxidase subunit II,noessential,,
b0735,ybgE,putative lipoprotein,noessential,,
b0736,ybgC,esterase/thioesterase,noessential,1,
b0737,tolQ,The Colicin A Import System,noessential,,
b0738,tolR,The Colicin A Import System,noessential,,
b0739,tolA,The Colicin A Import System,noessential,,
b0740,tolB,The Colicin A Import System,noessential,1,
b0741,pal,The Colicin A Import System,noessential,,
b0742,ybgF,predicted periplasmic protein,noessential,1,
b0743,lysT,tRNA<SUP>lysT</SUP>,noessential,,
b0744,valT,tRNA<SUP>valT</SUP>,noessential,,
b0745,lysW,tRNA<SUP>lysW</SUP>,noessential,,
b0746,valZ,tRNA<SUP>valZ</SUP>,noessential,,
b0747,lysY,tRNA<SUP>lysY</SUP>,noessential,,
b0748,lysZ,tRNA<SUP>lysZ</SUP>,noessential,,
b0749,lysQ,tRNA<SUP>lysQ</SUP>,noessential,,
b0750,nadA,quinolinate synthase,noessential,,
b0751,pnuC,PnuC  NMN transporter,noessential,,
b0752,zitB,ZitB zinc CDF transporter,noessential,,
b0753,ybgS,conserved protein,noessential,,
b0754,aroG,2-dehydro-3-deoxyphosphoheptonate aldolase,noessential,,
b0755,gpmA,phosphoglyceromutase 1 monomer,noessential,1,
b0756,galM,aldose-1-epimerase,noessential,1,
b0757,galK,galactokinase,noessential,,
b0758,galT,UDP-glucose-hexose-1-phosphate uridylyltransferase [multifunctional],noessential,,
b0759,galE,UDP-glucose 4-epimerase monomer,noessential,,
b0760,modF,ModF,noessential,,
b0761,modE,ModE-MoO<sub>4</sub><sup>2-</sup> transcriptional dual regulator,noessential,,
b0762,ybhT,predicted protein,noessential,,
b0763,modA,molybdate ABC transporter,noessential,,
b0764,modB,molybdate ABC transporter,noessential,,
b0765,modC,molybdate ABC transporter,noessential,,
b0766,ybhA,pyridoxal phosphatase / fructose 1;6-bisphosphatase,noessential,,
b0767,pgl,6-phosphogluconolactonase,noessential,,
b0768,ybhD,predicted DNA-binding transcriptional regulator,noessential,,
