Gene ID,Gene,Colonies,Attemps,Percent,LB_22hr,MOPS_24hr,MOPS_48hr,,,,,,,
ECK2400,xapB,8,8,100.0 ,0.838 ,0.383 ,0.436 ,,,,,,,
ECK2401,xapA,8,8,100.0 ,0.793 ,0.397 ,0.430 ,,,,,,,
ECK2402,yfeN,3,4,75.0 ,0.694 ,0.238 ,0.173 ,,,,,,,
ECK2403,yfeR,4,4,100.0 ,0.769 ,0.386 ,0.470 ,,,,,,,
ECK2404,yfeH,5,8,62.5 ,0.515 ,0.211 ,0.410 ,,,,,,,
ECK2405,ypeB,2,8,25.0 ,0.641 ,0.411 ,0.373 ,,,,,,,
ECK2406,ligA,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2407,zipA,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2408,cysZ,7,8,87.5 ,0.760 ,0.468 ,0.689 ,,,,,,,
ECK2409,cysK,8,8,100.0 ,0.806 ,0.171 ,0.154 ,,,,,,,
ECK2410,ptsH,6,8,75.0 ,0.869 ,0.066 ,0.464 ,,,,,,,
ECK2411,ptsI,4,8,50.0 ,0.681 ,0.018 ,0.107 ,,,,,,,
ECK2412,crr,8,8,100.0 ,0.826 ,0.520 ,0.597 ,,,,,,,
ECK2413,pdxK,8,8,100.0 ,0.949 ,0.340 ,0.382 ,,,,,,,
ECK2414,yfeK,4,4,100.0 ,0.676 ,0.278 ,0.284 ,,,,,,,
ECK2415,yfeS,3,8,37.5 ,0.654 ,0.372 ,0.377 ,,,,,,,
ECK2416,cysM,2,8,25.0 ,0.809 ,0.301 ,0.188 ,,,,,,,
ECK2417,cysA,8,8,100.0 ,0.715 ,0.383 ,0.379 ,5'_overlap,,,,,,
ECK2418,cysW,8,8,100.0 ,0.672 ,0.432 ,0.441 ,,,,,,,
ECK2419,cysU,8,8,100.0 ,0.796 ,0.439 ,0.492 ,,,,,,,
ECK2420,cysP,5,8,62.5 ,0.746 ,0.517 ,0.559 ,,,,,,,
ECK2421,ucpA,8,8,100.0 ,0.774 ,0.298 ,0.321 ,,,,,,,
ECK2422,yfeT,8,8,100.0 ,0.796 ,0.316 ,0.339 ,,,,,,,
ECK2423,yfeU,8,8,100.0 ,0.729 ,0.343 ,0.531 ,,,,,,,
ECK2424,murP,8,8,100.0 ,0.823 ,0.335 ,0.399 ,,,,,,,
ECK2425,yfeW,7,8,87.5 ,0.818 ,0.310 ,0.352 ,,,,,,,
ECK2426,yfeX,8,8,100.0 ,0.871 ,0.482 ,0.655 ,,,,,,,
ECK2427,yfeY,4,4,100.0 ,0.703 ,0.185 ,0.241 ,,,,,,,
ECK2428,yfeZ,4,4,100.0 ,0.697 ,0.341 ,0.391 ,5'_overlap,,,,,,
ECK2429,ypeA,5,8,62.5 ,0.759 ,0.390 ,0.414 ,,,,,,,
ECK2430,amiA,8,8,100.0 ,0.823 ,0.321 ,0.379 ,,,,,,,
ECK2431,hemF,8,8,100.0 ,0.804 ,0.297 ,0.317 ,,,,,,,
ECK2432,yfeG,8,8,100.0 ,0.740 ,0.304 ,0.348 ,,,,,,,
ECK2433,yffI,8,8,100.0 ,0.797 ,0.260 ,0.284 ,,,,,,,
ECK2434,eutL,4,4,100.0 ,0.656 ,0.260 ,0.299 ,,,,,,,
ECK2435,eutC,8,8,100.0 ,0.776 ,0.333 ,0.355 ,,,,,,,
ECK2436,eutB,6,8,75.0 ,0.721 ,0.341 ,0.476 ,Primer designed by W3110 was splited by prophage in MG1655,,,,,,
ECK2446,eutA,4,4,100.0 ,0.670 ,0.325 ,0.354 ,Primer designed by W3110 was splited by prophage in MG1655,,,,,,
ECK2447,eutH,8,8,100.0 ,0.779 ,0.243 ,0.184 ,,,,,,,
ECK2448,eutG,5,8,62.5 ,0.699 ,0.327 ,0.275 ,5'_overlap,,,,,,
ECK2449,eutJ,8,8,100.0 ,0.840 ,0.312 ,0.312 ,,,,,,,
ECK2450,eutE,7,8,87.5 ,0.777 ,0.218 ,0.256 ,,,,,,,
ECK2451,cchB,8,8,100.0 ,0.739 ,0.398 ,0.489 ,,,,,,,
ECK2452,cchA,8,8,100.0 ,0.798 ,0.400 ,0.452 ,,,,,,,
ECK2453,eutI,7,8,87.5 ,0.728 ,0.293 ,0.316 ,,,,,,,
ECK2454,eutT,4,4,100.0 ,0.711 ,0.325 ,0.391 ,,,,,,,
ECK2455,eutQ,4,4,100.0 ,0.732 ,0.375 ,0.292 ,5'_overlap,,,,,,
ECK2456,eutP,4,4,100.0 ,0.753 ,0.316 ,0.227 ,3'_overlap,,,,,,
ECK2457,ypfE,4,4,100.0 ,0.692 ,0.284 ,0.221 ,,,,,,,
ECK2458,maeB,5,8,62.5 ,0.850 ,0.277 ,0.293 ,,,,,,,
ECK2459,talA,5,8,62.5 ,0.834 ,0.316 ,0.345 ,,,,,,,
ECK2460,tktB,6,8,75.0 ,0.823 ,0.311 ,0.315 ,,,,,,,
ECK2461,ypfG,4,4,100.0 ,0.766 ,0.312 ,0.358 ,,,,,,,
ECK2462,yffH,8,8,100.0 ,0.789 ,0.338 ,0.353 ,,,,,,,
ECK2463,aegA,7,8,87.5 ,0.763 ,0.400 ,0.429 ,,,,,,,
ECK2464,narQ,2,8,25.0 ,0.752 ,0.333 ,0.433 ,,,,,,,
ECK2465,acrD,8,8,100.0 ,0.769 ,0.370 ,0.410 ,,,,,,,
ECK2466,yffB,8,8,100.0 ,0.780 ,0.297 ,0.316 ,,,,,,,
ECK2467,dapE,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2468,ypfN,4,4,100.0 ,0.497 ,0.281 ,0.272 ,,,,,,,
ECK2469,ypfH,8,8,100.0 ,0.783 ,0.386 ,0.398 ,,,,,,,
ECK2470,ypfI,8,8,100.0 ,0.820 ,0.441 ,0.572 ,,,,,,,
ECK2471,ypfJ,8,8,100.0 ,0.805 ,0.346 ,0.389 ,,,,,,,
ECK2472,purC,2,8,25.0 ,0.439 ,0.000 ,0.000 ,,,,,,,
ECK2473,nlpB,3,4,75.0 ,0.695 ,0.387 ,0.429 ,,,,,,,
ECK2474,dapA,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2475,gcvR,7,8,87.5 ,0.703 ,0.240 ,0.276 ,,,,,,,
ECK2476,bcp,6,8,75.0 ,0.741 ,0.369 ,0.523 ,,,,,,,
ECK2477,hyfA,7,8,87.5 ,0.679 ,0.386 ,0.316 ,,,,,,,
ECK2478,hyfB,4,8,50.0 ,0.793 ,0.308 ,0.382 ,,,,,,,
ECK2479,hyfC,2,8,25.0 ,0.941 ,0.249 ,0.275 ,,,,,,,
ECK2480,hyfD,8,8,100.0 ,0.758 ,0.299 ,0.334 ,,,,,,,
ECK2481,hyfE,8,8,100.0 ,0.743 ,0.400 ,0.399 ,,,,,,,
ECK2482,hyfF,8,8,100.0 ,0.725 ,0.313 ,0.304 ,,,,,,,
ECK2483,hyfG,8,8,100.0 ,0.795 ,0.280 ,0.334 ,5'_overlap,,,,,,
ECK2484,hyfH,8,8,100.0 ,0.760 ,0.292 ,0.343 ,,,,,,,
ECK2485,hyfI,5,8,62.5 ,0.767 ,0.288 ,0.305 ,,,,,,,
ECK2486,hyfJ,8,8,100.0 ,0.817 ,0.260 ,0.164 ,5'_overlap,,,,,,
ECK2487,hyfR,4,4,100.0 ,0.720 ,0.244 ,0.239 ,,,,,,,
ECK2488,focB,7,8,87.5 ,0.719 ,0.361 ,0.429 ,,,,,,,
ECK2489,yfgO,7,8,87.5 ,0.744 ,0.281 ,0.302 ,,,,,,,
ECK2490,yfgC,4,4,100.0 ,0.732 ,0.455 ,0.506 ,,,,,,,
ECK2491,yfgD,2,8,25.0 ,0.820 ,0.221 ,0.260 ,,,,,,,
ECK2492,hda,8,8,100.0 ,0.744 ,0.241 ,0.265 ,,,,,,,
ECK2493,uraA,8,8,100.0 ,0.751 ,0.273 ,0.251 ,,,,,,,
ECK2494,upp,7,8,87.5 ,0.672 ,0.298 ,0.326 ,,,,,,,
ECK2495,purM,8,8,100.0 ,0.526 ,0.002 ,0.011 ,,,,,,,
ECK2496,purN,7,8,87.5 ,0.613 ,0.353 ,0.371 ,,,,,,,
ECK2497,ppk,3,8,37.5 ,0.757 ,0.157 ,0.155 ,,,,,,,
ECK2498,ppx,5,8,62.5 ,0.809 ,0.217 ,0.253 ,,,,,,,
ECK2499,yfgF,5,8,62.5 ,0.746 ,0.418 ,0.440 ,,,,,,,
none,none,7,8,87.5 ,0.944 ,0.392 ,0.402 ,,,,,,,
ECK2500,yfgG,7,8,87.5 ,0.753 ,0.359 ,0.551 ,,,,,,,
ECK2501,yfgH,8,8,100.0 ,0.834 ,0.312 ,0.323 ,,,,,,,
ECK2502,yfgI,4,4,100.0 ,0.768 ,0.291 ,0.280 ,,,,,,,
ECK2503,guaA,8,8,100.0 ,0.190 ,0.001 ,0.000 ,,,,,,,
ECK2504,guaB,7,8,87.5 ,0.278 ,0.005 ,0.020 ,,,,,,,
ECK2505,xseA,8,8,100.0 ,0.830 ,0.297 ,0.280 ,,,,,,,
ECK2506,yfgJ,5,8,62.5 ,0.600 ,0.355 ,0.362 ,,,,,,,
ECK2507,der,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2508,yfgL,7,8,87.5 ,0.369 ,0.273 ,0.320 ,,,,,,,
ECK2509,yfgM,8,8,100.0 ,0.813 ,0.390 ,0.462 ,,,,,,,
ECK2510,hisS,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2511,ispG,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2512,yfgA,7,8,87.5 ,0.293 ,0.213 ,0.192 ,,,,,,,
ECK2513,yfgB,8,8,100.0 ,0.677 ,0.256 ,0.282 ,,,,,,,
ECK2514,ndk,6,8,75.0 ,0.721 ,0.352 ,0.319 ,,,,,,,
ECK2515,pbpC,7,8,87.5 ,0.834 ,0.363 ,0.440 ,,,,,,,
ECK2516,yfhM,4,4,100.0 ,0.782 ,0.266 ,0.383 ,,,,,,,
ECK2517,sseA,8,8,100.0 ,0.710 ,0.306 ,0.294 ,,,,,,,
ECK2519,sseB,8,8,100.0 ,0.714 ,0.256 ,0.338 ,,,,,,,
ECK2520,pepB,4,4,100.0 ,0.725 ,0.427 ,0.444 ,,,,,,,
ECK2521,yfhJ,8,8,100.0 ,0.781 ,0.214 ,0.236 ,,,,,,,
ECK2522,fdx,4,8,50.0 ,0.379 ,0.166 ,0.144 ,,,,,,,
ECK2523,hscA,7,8,87.5 ,0.430 ,0.198 ,0.166 ,,,,,,,
ECK2524,hscB,3,4,75.0 ,0.332 ,0.172 ,0.164 ,,,,,,,
ECK2525,iscA,8,8,100.0 ,0.486 ,0.278 ,0.263 ,,,,,,,
ECK2526,iscU,4,8,50.0 ,0.388 ,0.164 ,0.147 ,,,,,,,
ECK2527,iscS,6,8,75.0 ,0.329 ,0.028 ,0.023 ,,,,,,,
ECK2528,iscR,7,8,87.5 ,0.818 ,0.410 ,0.637 ,,,,,,,
ECK2529,yfhQ,8,8,100.0 ,0.856 ,0.325 ,0.570 ,,,,,,,
ECK2530,suhB,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2531,yfhR,8,8,100.0 ,0.827 ,0.266 ,0.490 ,,,,,,,
ECK2532,csiE,8,8,100.0 ,0.766 ,0.209 ,0.162 ,,,,,,,
ECK2533,hcaT,4,4,100.0 ,0.774 ,0.340 ,0.467 ,,,,,,,
ECK2534,hcaR,8,8,100.0 ,0.721 ,0.303 ,0.356 ,,,,,,,
ECK2535,hcaE,8,8,100.0 ,0.812 ,0.285 ,0.302 ,,,,,,,
ECK2536,hcaF,8,8,100.0 ,0.811 ,0.276 ,0.293 ,,,,,,,
ECK2537,hcaC,8,8,100.0 ,0.785 ,0.336 ,0.389 ,,,,,,,
ECK2538,hcaB,4,8,50.0 ,0.795 ,0.287 ,0.348 ,,,,,,,
ECK2539,hcaD,8,8,100.0 ,0.753 ,0.324 ,0.319 ,,,,,,,
ECK2540,yphA,6,8,75.0 ,0.825 ,0.381 ,0.458 ,,,,,,,
ECK2541,yphB,6,8,75.0 ,0.689 ,0.311 ,0.325 ,,,,,,,
ECK2542,yphC,8,8,100.0 ,0.466 ,0.286 ,0.473 ,,,,,,,
ECK2543,yphD,4,8,50.0 ,0.793 ,0.399 ,0.432 ,,,,,,,
ECK2544,yphE,7,8,87.5 ,0.745 ,0.301 ,0.326 ,,,,,,,
ECK2545,yphF,8,8,100.0 ,0.790 ,0.395 ,0.529 ,,,,,,,
ECK2546,yphG,8,8,100.0 ,0.605 ,0.239 ,0.359 ,,,,,,,
ECK2547,yphH,8,8,100.0 ,0.651 ,0.271 ,0.370 ,,,,,,,
ECK2548,glyA,8,8,100.0 ,0.668 ,0.002 ,0.009 ,,,,,,,
ECK2549,hmp,8,8,100.0 ,0.728 ,0.338 ,0.340 ,,,,,,,
ECK2550,glnB,4,8,50.0 ,0.750 ,0.268 ,0.277 ,,,,,,,
ECK2551,yfhA,8,8,100.0 ,0.783 ,0.364 ,0.520 ,5'_overlap,,,,,,
ECK2552,yfhG,4,4,100.0 ,0.763 ,0.193 ,0.142 ,,,,,,,
ECK2553,yfhK,5,8,62.5 ,0.599 ,0.258 ,0.210 ,,,,,,,
ECK2555,purL,5,8,62.5 ,0.547 ,0.005 ,0.018 ,,,,,,,
ECK2556,yfhD,2,8,25.0 ,0.736 ,0.305 ,0.571 ,,,,,,,
ECK2557,tadA,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2558,yfhB,7,8,87.5 ,0.620 ,0.309 ,0.182 ,,,,,,,
ECK2559,yfhH,6,8,75.0 ,0.766 ,0.413 ,0.328 ,,,,,,,
ECK2560,yfhL,8,8,100.0 ,0.765 ,0.284 ,0.312 ,,,,,,,
ECK2561,acpS,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2562,pdxJ,7,8,87.5 ,0.788 ,0.017 ,0.146 ,,,,,,,
ECK2563,recO,8,8,100.0 ,0.526 ,0.315 ,0.335 ,,,,,,,
ECK2564,era,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2565,rnc,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2566,lepB,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2567,lepA,5,8,62.5 ,0.804 ,0.209 ,0.185 ,,,,,,,
ECK2568,rseC,8,8,100.0 ,0.748 ,0.429 ,0.507 ,,,,,,,
ECK2569,rseB,8,8,100.0 ,0.817 ,0.344 ,0.406 ,,,,,,,
ECK2570,rseA,3,8,37.5 ,0.317 ,0.147 ,0.215 ,,,,,,,
ECK2571,rpoE,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2572,nadB,7,8,87.5 ,0.714 ,0.026 ,0.157 ,,,,,,,
ECK2573,yfiC,7,8,87.5 ,0.713 ,0.304 ,0.326 ,,,,,,,
ECK2574,srmB,8,8,100.0 ,0.748 ,0.238 ,0.300 ,,,,,,,
ECK2575,yfiE,8,8,100.0 ,0.752 ,0.322 ,0.358 ,,,,,,,
ECK2576,yfiK,8,8,100.0 ,0.476 ,0.228 ,0.232 ,,,,,,,
ECK2577,yfiD,5,8,62.5 ,0.814 ,0.283 ,0.126 ,,,,,,,
ECK2578,ung,6,8,75.0 ,0.694 ,0.379 ,0.304 ,,,,,,,
ECK2579,yfiF,8,8,100.0 ,0.788 ,0.275 ,0.341 ,,,,,,,
ECK2580,trxC,4,8,50.0 ,0.785 ,0.276 ,0.312 ,,,,,,,
ECK2581,yfiP,6,8,75.0 ,0.591 ,0.309 ,0.320 ,,,,,,,
ECK2582,yfiQ,5,8,62.5 ,0.760 ,0.226 ,0.276 ,,,,,,,
ECK2583,pssA,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2584,yfiM,4,4,100.0 ,0.768 ,0.260 ,0.291 ,,,,,,,
ECK2585,kgtP,4,8,50.0 ,0.750 ,0.347 ,0.353 ,5'_overlap,,,,,,
none,none,8,8,100.0 ,0.859 ,0.272 ,0.295 ,,,,,,,
none,none,5,8,62.5 ,0.759 ,0.250 ,0.304 ,,,,,,,
ECK2590,clpB,3,4,75.0 ,0.860 ,0.402 ,0.432 ,,,,,,,
ECK2591,yfiH,8,8,100.0 ,0.677 ,0.293 ,0.277 ,,,,,,,
ECK2592,rluD,4,8,50.0 ,0.346 ,0.151 ,0.114 ,,,,,,,
ECK2593,yfiO,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2594,yfiA,8,8,100.0 ,0.828 ,0.305 ,0.388 ,,,,,,,
ECK2595,pheL,8,8,100.0 ,0.735 ,0.326 ,0.262 ,,,,,,,
ECK2596,pheA,5,8,62.5 ,0.785 ,0.048 ,0.185 ,,,,,,,
ECK2597,tyrA,8,8,100.0 ,0.774 ,0.006 ,0.016 ,,,,,,,
ECK2598,aroF,8,8,100.0 ,0.729 ,0.347 ,0.441 ,,,,,,,
ECK2599,yfiL,8,8,100.0 ,0.617 ,0.445 ,0.426 ,,,,,,,
ECK2600,yfiR,4,4,100.0 ,0.716 ,0.347 ,0.367 ,,,,,,,
ECK2601,yfiN,8,8,100.0 ,0.831 ,0.248 ,0.266 ,5'_overlap,,,,,,
ECK2602,yfiB,7,8,87.5 ,0.732 ,0.322 ,0.376 ,,,,,,,
ECK2603,rplS,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2604,trmD,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2605,rimM,3,8,37.5 ,0.351 ,0.373 ,0.398 ,,,,,,,
ECK2606,rpsP,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2607,ffh,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2608,ypjD,3,8,37.5 ,0.882 ,0.300 ,0.326 ,,,,,,,
ECK2609,yfjD,8,8,100.0 ,0.484 ,0.325 ,0.435 ,,,,,,,
ECK2610,grpE,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2611,yfjB,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2612,recN,4,8,50.0 ,0.707 ,0.298 ,0.385 ,,,,,,,
ECK2613,smpA,8,8,100.0 ,0.711 ,0.300 ,0.393 ,,,,,,,
ECK2614,yfjF,5,8,62.5 ,0.663 ,0.557 ,0.601 ,5'_overlap,,,,,,
ECK2615,yfjG,4,4,100.0 ,0.656 ,0.243 ,0.236 ,,,,,,,
ECK2616,smpB,8,8,100.0 ,0.734 ,0.283 ,0.300 ,,,,,,,
ECK2618,intA,4,8,50.0 ,0.798 ,0.293 ,0.314 ,,,,,,,
ECK2619,yfjH,4,4,100.0 ,0.791 ,0.400 ,0.431 ,,,,,,,
ECK2620,alpA,8,8,100.0 ,0.826 ,0.325 ,0.338 ,,,,,,,
ECK2621,yfjI,4,4,100.0 ,0.773 ,0.339 ,0.406 ,,,,,,,
ECK2622,yfjJ,4,4,100.0 ,0.760 ,0.203 ,0.174 ,,,,,,,
ECK2623,yfjK,4,4,100.0 ,0.795 ,0.306 ,0.327 ,,,,,,,
ECK2624,yfjL,4,4,100.0 ,0.762 ,0.250 ,0.306 ,,,,,,,
none,none,8,8,100.0 ,0.759 ,0.347 ,0.360 ,,,,,,,
ECK2625,yfjM,3,4,75.0 ,0.814 ,0.310 ,0.384 ,,,,,,,
ECK2626,yfjN,4,4,100.0 ,0.791 ,0.293 ,0.354 ,,,,,,,
ECK2627,yfjO,7,8,87.5 ,0.650 ,0.376 ,0.374 ,5'_overlap,,,,,,
ECK2628,yfjP,8,8,100.0 ,0.756 ,0.392 ,0.254 ,,,,,,,
ECK2629,yfjQ,4,4,100.0 ,0.743 ,0.353 ,0.362 ,,,,,,,
ECK2630,yfjR,8,8,100.0 ,0.775 ,0.353 ,0.370 ,,,,,,,
ECK2632,yfjS,2,4,50.0 ,0.718 ,0.298 ,0.216 ,,,,,,,
ECK2633,yfjT,4,4,100.0 ,0.782 ,0.331 ,0.359 ,,,,,,,
ECK2634,yfjU,8,8,100.0 ,0.815 ,0.296 ,0.243 ,,,,,,,
ECK2635,ypjL,7,8,87.5 ,0.845 ,0.287 ,0.299 ,,,,,,,
ECK2636,yfjV,8,8,100.0 ,0.821 ,0.279 ,0.368 ,5'_overlap,,,,,,
ECK2637,ypjM,5,8,62.5 ,0.723 ,0.366 ,0.481 ,3'_overlap,,,,,,
ECK2638,yfjW,4,4,100.0 ,0.704 ,0.288 ,0.384 ,,,,,,,
ECK2639,yfjX,4,4,100.0 ,0.795 ,0.258 ,0.386 ,,,,,,,
ECK2640,yfjY,6,8,75.0 ,0.725 ,0.396 ,0.406 ,,,,,,,
ECK2641,ypjJ,8,8,100.0 ,0.765 ,0.422 ,0.548 ,,,,,,,
ECK2642,yfjZ,3,4,75.0 ,0.666 ,0.366 ,0.424 ,,,,,,,
ECK2643,ypjF,4,4,100.0 ,0.761 ,0.258 ,0.280 ,,,,,,,
ECK2644,ypjA,7,8,87.5 ,0.734 ,0.226 ,0.186 ,,,,,,,
ECK2645,pinH,4,8,50.0 ,0.608 ,0.381 ,0.409 ,,,,,,,
ECK2646,ypjB,8,8,100.0 ,0.754 ,0.280 ,0.378 ,,,,,,,
ECK2647,ypjC,8,8,100.0 ,0.732 ,0.255 ,0.356 ,,,,,,,
ECK2649,ygaQ,8,8,100.0 ,0.734 ,0.378 ,0.409 ,,,,,,,
ECK2650,ygaR,3,4,75.0 ,0.768 ,0.279 ,0.299 ,,,,,,,
ECK2651,yqaC,8,8,100.0 ,0.630 ,0.327 ,0.382 ,,,,,,,
ECK2652,yqaD,6,8,75.0 ,0.677 ,0.228 ,0.223 ,,,,,,,
ECK2653,ygaT,6,8,75.0 ,0.688 ,0.241 ,0.216 ,,,,,,,
ECK2654,ygaF,7,8,87.5 ,0.680 ,0.317 ,0.404 ,,,,,,,
ECK2655,gabD,5,8,62.5 ,0.790 ,0.337 ,0.405 ,,,,,,,
ECK2656,gabT,4,8,50.0 ,0.733 ,0.247 ,0.285 ,,,,,,,
ECK2657,gabP,7,8,87.5 ,0.685 ,0.345 ,0.379 ,,,,,,,
ECK2658,csiR,7,8,87.5 ,0.717 ,0.315 ,0.410 ,,,,,,,
ECK2659,ygaU,8,8,100.0 ,0.816 ,0.307 ,0.241 ,,,,,,,
ECK2660,yqaE,8,8,100.0 ,0.771 ,0.349 ,0.376 ,,,,,,,
ECK2661,ygaV,6,8,75.0 ,0.750 ,0.402 ,0.435 ,,,,,,,
ECK2662,ygaP,5,8,62.5 ,0.688 ,0.276 ,0.252 ,,,,,,,
ECK2663,stpA,4,4,100.0 ,0.748 ,0.286 ,0.297 ,,,,,,,
ECK2664,ygaW,4,4,100.0 ,0.778 ,0.391 ,0.465 ,,,,,,,
ECK2665,ygaC,4,4,100.0 ,0.714 ,0.336 ,0.381 ,,,,,,,
ECK2666,ygaM,4,4,100.0 ,0.739 ,0.441 ,0.435 ,,,,,,,
ECK2667,nrdH,7,8,87.5 ,0.810 ,0.303 ,0.278 ,,,,,,,
ECK2668,nrdI,8,8,100.0 ,0.775 ,0.302 ,0.367 ,3'_overlap,,,,,,
ECK2669,nrdE,8,8,100.0 ,0.789 ,0.396 ,0.405 ,5'_overlap,,,,,,
ECK2670,nrdF,8,8,100.0 ,0.665 ,0.534 ,0.767 ,,,,,,,
ECK2671,proV,4,8,50.0 ,0.788 ,0.334 ,0.388 ,,,,,,,
ECK2672,proW,8,8,100.0 ,0.750 ,0.287 ,0.257 ,5'_overlap,,,,,,
ECK2673,proX,6,8,75.0 ,0.681 ,0.325 ,0.407 ,,,,,,,
ECK2674,ygaX,4,8,50.0 ,0.651 ,0.312 ,0.456 ,,,,,,,
ECK2675,ygaY,5,8,62.5 ,0.663 ,0.164 ,0.163 ,,,,,,,
ECK2676,ygaZ,6,8,75.0 ,0.855 ,0.304 ,0.339 ,,,,,,,
ECK2677,ygaH,4,4,100.0 ,0.699 ,0.341 ,0.359 ,5'_overlap,,,,,,
ECK2678,mprA,8,8,100.0 ,0.613 ,0.250 ,0.225 ,,,,,,,
ECK2679,emrA,8,8,100.0 ,0.793 ,0.356 ,0.408 ,,,,,,,
ECK2680,emrB,7,8,87.5 ,0.754 ,0.407 ,0.478 ,,,,,,,
ECK2681,luxS,8,8,100.0 ,0.766 ,0.354 ,0.373 ,,,,,,,
ECK2683,gshA,4,8,50.0 ,0.787 ,0.401 ,0.496 ,,,,,,,
ECK2684,yqaA,2,8,25.0 ,0.827 ,0.419 ,0.473 ,,,,,,,
ECK2685,yqaB,5,8,62.5 ,0.694 ,0.296 ,0.346 ,,,,,,,
ECK2691,csrA,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2692,alaS,2,8,25.0 ,0.538 ,0.314 ,0.307 ,,,,,,,
ECK2693,recX,8,8,100.0 ,0.840 ,0.417 ,0.437 ,,,,,,,
ECK2694,recA,4,4,100.0 ,0.245 ,0.333 ,0.329 ,,,,,,,
ECK2695,ygaD,8,8,100.0 ,0.743 ,0.263 ,0.267 ,,,,,,,
ECK2696,mltB,4,4,100.0 ,0.648 ,0.270 ,0.287 ,,,,,,,
ECK2697,srlA,5,8,62.5 ,0.681 ,0.273 ,0.269 ,,,,,,,
ECK2698,srlE,8,8,100.0 ,0.681 ,0.417 ,0.570 ,,,,,,,
ECK2699,srlB,7,8,87.5 ,0.772 ,0.426 ,0.646 ,,,,,,,
ECK2700,srlD,6,8,75.0 ,0.695 ,0.266 ,0.165 ,,,,,,,
ECK2701,gutM,8,8,100.0 ,0.780 ,0.190 ,0.253 ,,,,,,,
ECK2702,srlR,4,4,100.0 ,0.790 ,0.311 ,0.377 ,,,,,,,
ECK2703,gutQ,8,8,100.0 ,0.681 ,0.250 ,0.267 ,5'_overlap,,,,,,
ECK2704,norR,8,8,100.0 ,0.781 ,0.434 ,0.480 ,,,,,,,
ECK2705,norV,7,8,87.5 ,0.837 ,0.307 ,0.337 ,,,,,,,
ECK2706,norW,4,8,50.0 ,0.731 ,0.252 ,0.144 ,,,,,,,
ECK2707,hypF,8,8,100.0 ,0.805 ,0.406 ,0.412 ,,,,,,,
ECK2708,hydN,7,8,87.5 ,0.772 ,0.389 ,0.398 ,,,,,,,
ECK2709,ascG,2,8,25.0 ,0.703 ,0.395 ,0.902 ,,,,,,,
ECK2710,ascF,7,8,87.5 ,0.827 ,0.312 ,0.355 ,,,,,,,
ECK2711,ascB,7,8,87.5 ,0.797 ,0.247 ,0.240 ,,,,,,,
ECK2712,hycI,4,4,100.0 ,0.793 ,0.363 ,0.345 ,5'_overlap,,,,,,
ECK2713,hycH,2,4,50.0 ,0.762 ,0.550 ,0.464 ,,,,,,,
ECK2714,hycG,7,8,87.5 ,0.744 ,0.415 ,0.437 ,,,,,,,
ECK2715,hycF,8,8,100.0 ,0.759 ,0.348 ,0.349 ,,,,,,,
ECK2716,hycE,7,8,87.5 ,0.783 ,0.381 ,0.380 ,,,,,,,
ECK2717,hycD,8,8,100.0 ,0.745 ,0.323 ,0.375 ,,,,,,,
ECK2718,hycC,8,8,100.0 ,0.746 ,0.250 ,0.317 ,,,,,,,
ECK2719,hycB,7,8,87.5 ,0.706 ,0.188 ,0.259 ,,,,,,,
ECK2720,hycA,7,8,87.5 ,0.694 ,0.340 ,0.333 ,,,,,,,
ECK2721,hypA,7,8,87.5 ,0.686 ,0.345 ,0.384 ,,,,,,,
ECK2722,hypB,7,8,87.5 ,0.783 ,0.238 ,0.207 ,,,,,,,
ECK2723,hypC,8,8,100.0 ,0.863 ,0.371 ,0.409 ,5'_overlap,,,,,,
ECK2724,hypD,8,8,100.0 ,0.770 ,0.404 ,0.438 ,,,,,,,
